timestamp,process_id,worker_id,label,release,batch,metric,value
2025-09-19T01:58:02.214000,62819,1,worker-1,2024-02-26,442,latency,2.919
2025-09-19T01:58:03.971000,62820,2,worker-2,2024-02-25,1348,latency,3.621
2025-09-19T01:58:05.386000,62819,1,worker-1,2024-02-26,443,latency,3.172
2025-09-19T01:58:08.052000,62820,2,worker-2,2024-02-25,1349,latency,4.081
2025-09-19T01:58:08.576000,62819,1,worker-1,2024-02-26,444,latency,3.189
2025-09-19T01:58:11.311000,62819,1,worker-1,2024-02-26,445,latency,2.735
2025-09-19T01:58:11.966000,62820,2,worker-2,2024-02-25,1350,latency,3.914
2025-09-19T01:58:14.339000,62819,1,worker-1,2024-02-26,446,latency,3.028
2025-09-19T01:58:15.843000,62820,2,worker-2,2024-02-25,1351,latency,3.876
2025-09-19T01:58:17.596000,62819,1,worker-1,2024-02-26,447,latency,3.257
2025-09-19T01:58:20.056000,62820,2,worker-2,2024-02-25,1352,latency,4.213
2025-09-19T01:58:21.110000,62819,1,worker-1,2024-02-26,448,latency,3.514
2025-09-19T01:58:23.916000,62820,2,worker-2,2024-02-25,1353,latency,3.860
2025-09-19T01:58:24.179000,62819,1,worker-1,2024-02-26,449,latency,3.068
2025-09-19T01:58:27.359000,62819,1,worker-1,2024-02-26,450,latency,3.179
2025-09-19T01:58:27.701000,62820,2,worker-2,2024-02-25,1354,latency,3.785
2025-09-19T01:58:30.578000,62819,1,worker-1,2024-02-26,451,latency,3.219
2025-09-19T01:58:31.568000,62820,2,worker-2,2024-02-25,1355,latency,3.867
2025-09-19T01:58:33.838000,62819,1,worker-1,2024-02-26,452,latency,3.259
2025-09-19T01:58:35.491000,62820,2,worker-2,2024-02-25,1356,latency,3.923
2025-09-19T01:58:36.782000,62819,1,worker-1,2024-02-26,453,latency,2.944
2025-09-19T01:58:39.428000,62820,2,worker-2,2024-02-25,1357,latency,3.937
2025-09-19T01:58:39.679000,62819,1,worker-1,2024-02-26,454,latency,2.897
2025-09-19T01:58:42.432000,62819,1,worker-1,2024-02-26,455,latency,2.753
2025-09-19T01:58:43.219000,62820,2,worker-2,2024-02-25,1358,latency,3.791
2025-09-19T01:58:45.818000,62819,1,worker-1,2024-02-26,456,latency,3.386
2025-09-19T01:58:47.272000,62820,2,worker-2,2024-02-25,1359,latency,4.054
2025-09-19T01:58:48.662000,62819,1,worker-1,2024-02-26,457,latency,2.844
2025-09-19T01:58:50.982000,62820,2,worker-2,2024-02-25,1360,latency,3.709
2025-09-19T01:58:51.676000,62819,1,worker-1,2024-02-26,458,latency,3.014
2025-09-19T01:58:54.914000,62820,2,worker-2,2024-02-25,1361,latency,3.932
2025-09-19T01:58:54.952000,62819,1,worker-1,2024-02-26,459,latency,3.276
2025-09-19T01:58:58.561000,62819,1,worker-1,2024-02-26,460,latency,3.609
2025-09-19T01:58:59.827000,62820,2,worker-2,2024-02-25,1362,latency,4.913
2025-09-19T01:59:01.719000,62819,1,worker-1,2024-02-26,461,latency,3.157
2025-09-19T01:59:03.669000,62820,2,worker-2,2024-02-25,1363,latency,3.842
2025-09-19T01:59:04.401000,62819,1,worker-1,2024-02-26,462,latency,2.682
2025-09-19T01:59:07.471000,62819,1,worker-1,2024-02-26,463,latency,3.070
2025-09-19T01:59:07.722000,62820,2,worker-2,2024-02-25,1364,latency,4.053
2025-09-19T01:59:10.471000,62819,1,worker-1,2024-02-26,464,latency,2.999
2025-09-19T01:59:11.692000,62820,2,worker-2,2024-02-25,1365,latency,3.970
2025-09-19T01:59:13.658000,62819,1,worker-1,2024-02-26,465,latency,3.186
2025-09-19T01:59:16.052000,62820,2,worker-2,2024-02-25,1366,latency,4.360
2025-09-19T01:59:16.402000,62819,1,worker-1,2024-02-26,466,latency,2.745
2025-09-19T01:59:19.259000,62819,1,worker-1,2024-02-26,467,latency,2.856
2025-09-19T01:59:19.775000,62820,2,worker-2,2024-02-25,1367,latency,3.723
2025-09-19T01:59:22.192000,62819,1,worker-1,2024-02-26,468,latency,2.933
2025-09-19T01:59:23.692000,62820,2,worker-2,2024-02-25,1368,latency,3.916
2025-09-19T01:59:24.996000,62819,1,worker-1,2024-02-26,469,latency,2.804
2025-09-19T01:59:27.409000,62820,2,worker-2,2024-02-25,1369,latency,3.718
2025-09-19T01:59:27.581000,62819,1,worker-1,2024-02-26,470,latency,2.584
2025-09-19T01:59:30.623000,62819,1,worker-1,2024-02-26,471,latency,3.042
2025-09-19T01:59:31.154000,62820,2,worker-2,2024-02-25,1370,latency,3.745
2025-09-19T01:59:33.583000,62819,1,worker-1,2024-02-26,472,latency,2.960
2025-09-19T01:59:34.974000,62820,2,worker-2,2024-02-25,1371,latency,3.820
2025-09-19T01:59:36.496000,62819,1,worker-1,2024-02-26,473,latency,2.912
2025-09-19T01:59:38.771000,62820,2,worker-2,2024-02-25,1372,latency,3.797
2025-09-19T01:59:39.341000,62819,1,worker-1,2024-02-26,474,latency,2.845
2025-09-19T01:59:42.193000,62819,1,worker-1,2024-02-26,475,latency,2.852
2025-09-19T01:59:42.560000,62820,2,worker-2,2024-02-25,1373,latency,3.788
2025-09-19T01:59:45.071000,62819,1,worker-1,2024-02-26,476,latency,2.878
2025-09-19T01:59:46.311000,62820,2,worker-2,2024-02-25,1374,latency,3.751
2025-09-19T01:59:47.991000,62819,1,worker-1,2024-02-26,477,latency,2.920
2025-09-19T01:59:49.995000,62820,2,worker-2,2024-02-25,1375,latency,3.684
2025-09-19T01:59:50.745000,62819,1,worker-1,2024-02-26,478,latency,2.754
2025-09-19T01:59:53.716000,62819,1,worker-1,2024-02-26,479,latency,2.971
2025-09-19T01:59:54.155000,62820,2,worker-2,2024-02-25,1376,latency,4.160
2025-09-19T01:59:56.615000,62819,1,worker-1,2024-02-26,480,latency,2.899
2025-09-19T01:59:58.367000,62820,2,worker-2,2024-02-25,1377,latency,4.211
2025-09-19T01:59:59.141000,62819,1,worker-1,2024-02-26,481,latency,2.525
2025-09-19T02:00:02.418000,62819,1,worker-1,2024-02-26,482,latency,3.277
2025-09-19T02:00:02.428000,62820,2,worker-2,2024-02-25,1378,latency,4.061
2025-09-19T02:00:05.273000,62819,1,worker-1,2024-02-26,483,latency,2.855
2025-09-19T02:00:06.513000,62820,2,worker-2,2024-02-25,1379,latency,4.085
2025-09-19T02:00:08.428000,62819,1,worker-1,2024-02-26,484,latency,3.154
2025-09-19T02:00:10.398000,62820,2,worker-2,2024-02-25,1380,latency,3.884
2025-09-19T02:00:10.970000,62819,1,worker-1,2024-02-26,485,latency,2.542
2025-09-19T02:00:13.905000,62819,1,worker-1,2024-02-26,486,latency,2.935
2025-09-19T02:00:14.234000,62820,2,worker-2,2024-02-25,1381,latency,3.836
2025-09-19T02:00:16.759000,62819,1,worker-1,2024-02-26,487,latency,2.854
2025-09-19T02:00:18.275000,62820,2,worker-2,2024-02-25,1382,latency,4.041
2025-09-19T02:00:19.740000,62819,1,worker-1,2024-02-26,488,latency,2.981
2025-09-19T02:00:21.952000,62820,2,worker-2,2024-02-25,1383,latency,3.677
2025-09-19T02:00:22.278000,62819,1,worker-1,2024-02-26,489,latency,2.538
2025-09-19T02:00:24.862000,62819,1,worker-1,2024-02-26,490,latency,2.584
2025-09-19T02:00:25.928000,62820,2,worker-2,2024-02-25,1384,latency,3.976
2025-09-19T02:00:27.467000,62819,1,worker-1,2024-02-26,491,latency,2.605
2025-09-19T02:00:29.577000,62820,2,worker-2,2024-02-25,1385,latency,3.649
2025-09-19T02:00:30.045000,62819,1,worker-1,2024-02-26,492,latency,2.578
2025-09-19T02:00:32.827000,62819,1,worker-1,2024-02-26,493,latency,2.782
2025-09-19T02:00:33.320000,62820,2,worker-2,2024-02-25,1386,latency,3.743
2025-09-19T02:00:35.751000,62819,1,worker-1,2024-02-26,494,latency,2.923
2025-09-19T02:00:37.229000,62820,2,worker-2,2024-02-25,1387,latency,3.908
2025-09-19T02:00:38.445000,62819,1,worker-1,2024-02-26,495,latency,2.694
2025-09-19T02:00:40.833000,62820,2,worker-2,2024-02-25,1388,latency,3.604
2025-09-19T02:00:41.332000,62819,1,worker-1,2024-02-26,496,latency,2.887
2025-09-19T02:00:44.154000,62819,1,worker-1,2024-02-26,497,latency,2.822
2025-09-19T02:00:44.909000,62820,2,worker-2,2024-02-25,1389,latency,4.076
2025-09-19T02:00:47.198000,62819,1,worker-1,2024-02-26,498,latency,3.044
2025-09-19T02:00:49.111000,62820,2,worker-2,2024-02-25,1390,latency,4.202
2025-09-19T02:00:50.092000,62819,1,worker-1,2024-02-26,499,latency,2.894
2025-09-19T02:00:53.101000,62819,1,worker-1,2024-02-26,500,latency,3.008
2025-09-19T02:00:53.101000,62820,2,worker-2,2024-02-25,1391,latency,3.990
2025-09-19T02:00:55.667000,62819,1,worker-1,2024-02-26,501,latency,2.566
2025-09-19T02:00:56.990000,62820,2,worker-2,2024-02-25,1392,latency,3.888
2025-09-19T02:00:58.329000,62819,1,worker-1,2024-02-26,502,latency,2.661
2025-09-19T02:01:00.709000,62820,2,worker-2,2024-02-25,1393,latency,3.719
2025-09-19T02:01:00.774000,62819,1,worker-1,2024-02-26,503,latency,2.446
2025-09-19T02:01:03.421000,62819,1,worker-1,2024-02-26,504,latency,2.646
2025-09-19T02:01:04.497000,62820,2,worker-2,2024-02-25,1394,latency,3.788
2025-09-19T02:01:06.307000,62819,1,worker-1,2024-02-26,505,latency,2.886
2025-09-19T02:01:08.447000,62820,2,worker-2,2024-02-25,1395,latency,3.950
2025-09-19T02:01:08.993000,62819,1,worker-1,2024-02-26,506,latency,2.686
2025-09-19T02:01:11.949000,62819,1,worker-1,2024-02-26,507,latency,2.956
2025-09-19T02:01:12.560000,62820,2,worker-2,2024-02-25,1396,latency,4.112
2025-09-19T02:01:14.972000,62819,1,worker-1,2024-02-26,508,latency,3.022
2025-09-19T02:01:16.636000,62820,2,worker-2,2024-02-25,1397,latency,4.076
2025-09-19T02:01:17.815000,62819,1,worker-1,2024-02-26,509,latency,2.843
2025-09-19T02:01:20.643000,62819,1,worker-1,2024-02-26,510,latency,2.828
2025-09-19T02:01:21.044000,62820,2,worker-2,2024-02-25,1398,latency,4.407
2025-09-19T02:01:23.389000,62819,1,worker-1,2024-02-26,511,latency,2.746
2025-09-19T02:01:25.018000,62820,2,worker-2,2024-02-25,1399,latency,3.975
2025-09-19T02:01:26.566000,62819,1,worker-1,2024-02-26,512,latency,3.177
2025-09-19T02:01:28.821000,62820,2,worker-2,2024-02-25,1400,latency,3.802
2025-09-19T02:01:29.239000,62819,1,worker-1,2024-02-26,513,latency,2.673
2025-09-19T02:01:32.046000,62819,1,worker-1,2024-02-26,514,latency,2.807
2025-09-19T02:01:32.730000,62820,2,worker-2,2024-02-25,1401,latency,3.909
2025-09-19T02:01:35.131000,62819,1,worker-1,2024-02-26,515,latency,3.085
2025-09-19T02:01:36.664000,62820,2,worker-2,2024-02-25,1402,latency,3.933
2025-09-19T02:01:38.043000,62819,1,worker-1,2024-02-26,516,latency,2.912
2025-09-19T02:01:40.417000,62820,2,worker-2,2024-02-25,1403,latency,3.754
2025-09-19T02:01:40.628000,62819,1,worker-1,2024-02-26,517,latency,2.584
2025-09-19T02:01:43.642000,62819,1,worker-1,2024-02-26,518,latency,3.014
2025-09-19T02:01:44.555000,62820,2,worker-2,2024-02-25,1404,latency,4.138
2025-09-19T02:01:46.347000,62819,1,worker-1,2024-02-26,519,latency,2.705
2025-09-19T02:01:48.397000,62820,2,worker-2,2024-02-25,1405,latency,3.841
2025-09-19T02:01:49.329000,62819,1,worker-1,2024-02-26,520,latency,2.982
2025-09-19T02:01:52.275000,62819,1,worker-1,2024-02-26,521,latency,2.946
2025-09-19T02:01:52.591000,62820,2,worker-2,2024-02-25,1406,latency,4.194
2025-09-19T02:01:55.234000,62819,1,worker-1,2024-02-26,522,latency,2.959
2025-09-19T02:01:56.361000,62820,2,worker-2,2024-02-25,1407,latency,3.769
2025-09-19T02:01:58.363000,62819,1,worker-1,2024-02-26,523,latency,3.128
2025-09-19T02:02:00.237000,62820,2,worker-2,2024-02-25,1408,latency,3.876
2025-09-19T02:02:00.905000,62819,1,worker-1,2024-02-26,524,latency,2.542
2025-09-19T02:02:03.797000,62819,1,worker-1,2024-02-26,525,latency,2.892
2025-09-19T02:02:03.833000,62820,2,worker-2,2024-02-25,1409,latency,3.595
2025-09-19T02:02:06.579000,62819,1,worker-1,2024-02-26,526,latency,2.782
2025-09-19T02:02:08.195000,62820,2,worker-2,2024-02-25,1410,latency,4.363
2025-09-19T02:02:09.642000,62819,1,worker-1,2024-02-26,527,latency,3.063
2025-09-19T02:02:11.899000,62820,2,worker-2,2024-02-25,1411,latency,3.704
2025-09-19T02:02:12.243000,62819,1,worker-1,2024-02-26,528,latency,2.601
2025-09-19T02:02:15.387000,62819,1,worker-1,2024-02-26,529,latency,3.143
2025-09-19T02:02:15.726000,62820,2,worker-2,2024-02-25,1412,latency,3.827
2025-09-19T02:02:18.603000,62819,1,worker-1,2024-02-26,530,latency,3.216
2025-09-19T02:02:19.925000,62820,2,worker-2,2024-02-25,1413,latency,4.199
2025-09-19T02:02:20.940000,62819,1,worker-1,2024-02-26,531,latency,2.337
2025-09-19T02:02:23.436000,62820,2,worker-2,2024-02-25,1414,latency,3.511
2025-09-19T02:02:23.453000,62819,1,worker-1,2024-02-26,532,latency,2.513
2025-09-19T02:02:26.153000,62819,1,worker-1,2024-02-26,533,latency,2.700
2025-09-19T02:02:27.078000,62820,2,worker-2,2024-02-25,1415,latency,3.642
2025-09-19T02:02:29.073000,62819,1,worker-1,2024-02-26,534,latency,2.920
2025-09-19T02:02:30.931000,62820,2,worker-2,2024-02-25,1416,latency,3.853
2025-09-19T02:02:31.855000,62819,1,worker-1,2024-02-26,535,latency,2.781
2025-09-19T02:02:34.460000,62820,2,worker-2,2024-02-25,1417,latency,3.529
2025-09-19T02:02:34.590000,62819,1,worker-1,2024-02-26,536,latency,2.735
2025-09-19T02:02:37.390000,62819,1,worker-1,2024-02-26,537,latency,2.799
2025-09-19T02:02:38.349000,62820,2,worker-2,2024-02-25,1418,latency,3.889
2025-09-19T02:02:40.309000,62819,1,worker-1,2024-02-26,538,latency,2.919
2025-09-19T02:02:42.285000,62820,2,worker-2,2024-02-25,1419,latency,3.935
2025-09-19T02:02:42.959000,62819,1,worker-1,2024-02-26,539,latency,2.650
2025-09-19T02:02:45.871000,62819,1,worker-1,2024-02-26,540,latency,2.911
2025-09-19T02:02:46.123000,62820,2,worker-2,2024-02-25,1420,latency,3.838
2025-09-19T02:02:49.088000,62819,1,worker-1,2024-02-26,541,latency,3.217
2025-09-19T02:02:49.845000,62820,2,worker-2,2024-02-25,1421,latency,3.722
2025-09-19T02:02:52.107000,62819,1,worker-1,2024-02-26,542,latency,3.018
2025-09-19T02:02:53.601000,62820,2,worker-2,2024-02-25,1422,latency,3.755
2025-09-19T02:02:55.258000,62819,1,worker-1,2024-02-26,543,latency,3.151
2025-09-19T02:02:57.720000,62820,2,worker-2,2024-02-25,1423,latency,4.119
2025-09-19T02:02:58.189000,62819,1,worker-1,2024-02-26,544,latency,2.931
2025-09-19T02:03:01.315000,62819,1,worker-1,2024-02-26,545,latency,3.126
2025-09-19T02:03:01.786000,62820,2,worker-2,2024-02-25,1424,latency,4.066
2025-09-19T02:03:04.769000,62819,1,worker-1,2024-02-26,546,latency,3.454
2025-09-19T02:03:06.044000,62820,2,worker-2,2024-02-25,1425,latency,4.258
2025-09-19T02:03:07.947000,62819,1,worker-1,2024-02-26,547,latency,3.178
2025-09-19T02:03:09.858000,62820,2,worker-2,2024-02-25,1426,latency,3.814
2025-09-19T02:03:10.930000,62819,1,worker-1,2024-02-26,548,latency,2.983
2025-09-19T02:03:13.906000,62820,2,worker-2,2024-02-25,1427,latency,4.047
2025-09-19T02:03:14.298000,62819,1,worker-1,2024-02-26,549,latency,3.367
2025-09-19T02:03:17.420000,62819,1,worker-1,2024-02-26,550,latency,3.123
2025-09-19T02:03:17.757000,62820,2,worker-2,2024-02-25,1428,latency,3.851
2025-09-19T02:03:20.780000,62819,1,worker-1,2024-02-26,551,latency,3.359
2025-09-19T02:03:22.173000,62820,2,worker-2,2024-02-25,1429,latency,4.416
2025-09-19T02:03:23.708000,62819,1,worker-1,2024-02-26,552,latency,2.928
2025-09-19T02:03:26.177000,62820,2,worker-2,2024-02-25,1430,latency,4.004
2025-09-19T02:03:26.640000,62819,1,worker-1,2024-02-26,553,latency,2.932
2025-09-19T02:03:29.881000,62819,1,worker-1,2024-02-26,554,latency,3.241
2025-09-19T02:03:30.186000,62820,2,worker-2,2024-02-25,1431,latency,4.008
2025-09-19T02:03:32.906000,62819,1,worker-1,2024-02-26,555,latency,3.025
2025-09-19T02:03:34.102000,62820,2,worker-2,2024-02-25,1432,latency,3.917
2025-09-19T02:03:36.077000,62819,1,worker-1,2024-02-26,556,latency,3.170
2025-09-19T02:03:38.039000,62820,2,worker-2,2024-02-25,1433,latency,3.937
2025-09-19T02:03:38.613000,62819,1,worker-1,2024-02-26,557,latency,2.536
2025-09-19T02:03:41.705000,62819,1,worker-1,2024-02-26,558,latency,3.091
2025-09-19T02:03:42.114000,62820,2,worker-2,2024-02-25,1434,latency,4.074
2025-09-19T02:03:44.736000,62819,1,worker-1,2024-02-26,559,latency,3.031
2025-09-19T02:03:46.334000,62820,2,worker-2,2024-02-25,1435,latency,4.220
2025-09-19T02:03:48.134000,62819,1,worker-1,2024-02-26,560,latency,3.399
2025-09-19T02:03:50.482000,62820,2,worker-2,2024-02-25,1436,latency,4.148
2025-09-19T02:03:51.199000,62819,1,worker-1,2024-02-26,561,latency,3.065
2025-09-19T02:03:54.157000,62820,2,worker-2,2024-02-25,1437,latency,3.675
2025-09-19T02:03:54.612000,62819,1,worker-1,2024-02-26,562,latency,3.413
2025-09-19T02:03:57.954000,62819,1,worker-1,2024-02-26,563,latency,3.341
2025-09-19T02:03:58.403000,62820,2,worker-2,2024-02-25,1438,latency,4.245
2025-09-19T02:04:00.863000,62819,1,worker-1,2024-02-26,564,latency,2.909
2025-09-19T02:04:02.418000,62820,2,worker-2,2024-02-25,1439,latency,4.016
2025-09-19T02:04:04.519000,62819,1,worker-1,2024-02-26,565,latency,3.656
2025-09-19T02:04:06.449000,62820,2,worker-2,2024-02-25,1440,latency,4.030
2025-09-19T02:04:08.116000,62819,1,worker-1,2024-02-26,566,latency,3.598
2025-09-19T02:04:10.832000,62820,2,worker-2,2024-02-25,1441,latency,4.383
2025-09-19T02:04:11.303000,62819,1,worker-1,2024-02-26,567,latency,3.186
2025-09-19T02:04:14.556000,62819,1,worker-1,2024-02-26,568,latency,3.252
2025-09-19T02:04:14.943000,62820,2,worker-2,2024-02-25,1442,latency,4.111
2025-09-19T02:04:17.892000,62819,1,worker-1,2024-02-26,569,latency,3.336
2025-09-19T02:04:18.685000,62820,2,worker-2,2024-02-25,1443,latency,3.742
2025-09-19T02:04:21.438000,62819,1,worker-1,2024-02-26,570,latency,3.546
2025-09-19T02:04:23,62820,2,worker-2,2024-02-25,1444,latency,4.315
2025-09-19T02:04:24.802000,62819,1,worker-1,2024-02-26,571,latency,3.364
2025-09-19T02:04:26.797000,62820,2,worker-2,2024-02-25,1445,latency,3.796
2025-09-19T02:04:28.380000,62819,1,worker-1,2024-02-26,572,latency,3.578
2025-09-19T02:04:30.655000,62820,2,worker-2,2024-02-25,1446,latency,3.858
2025-09-19T02:04:31.268000,62819,1,worker-1,2024-02-26,573,latency,2.888
2025-09-19T02:04:34.257000,62819,1,worker-1,2024-02-26,574,latency,2.989
2025-09-19T02:04:34.814000,62820,2,worker-2,2024-02-25,1447,latency,4.159
2025-09-19T02:04:37.429000,62819,1,worker-1,2024-02-26,575,latency,3.171
2025-09-19T02:04:39.246000,62820,2,worker-2,2024-02-25,1448,latency,4.432
2025-09-19T02:04:39.881000,62819,1,worker-1,2024-02-26,576,latency,2.453
2025-09-19T02:04:42.963000,62819,1,worker-1,2024-02-26,577,latency,3.081
2025-09-19T02:04:43.405000,62820,2,worker-2,2024-02-25,1449,latency,4.158
2025-09-19T02:04:46.207000,62819,1,worker-1,2024-02-26,578,latency,3.244
2025-09-19T02:04:47.739000,62820,2,worker-2,2024-02-25,1450,latency,4.334
2025-09-19T02:04:49.260000,62819,1,worker-1,2024-02-26,579,latency,3.053
2025-09-19T02:04:51.798000,62820,2,worker-2,2024-02-25,1451,latency,4.058
2025-09-19T02:04:52.288000,62819,1,worker-1,2024-02-26,580,latency,3.027
2025-09-19T02:04:55.333000,62819,1,worker-1,2024-02-26,581,latency,3.044
2025-09-19T02:04:55.702000,62820,2,worker-2,2024-02-25,1452,latency,3.904
2025-09-19T02:04:58.661000,62819,1,worker-1,2024-02-26,582,latency,3.329
2025-09-19T02:05:00.496000,62820,2,worker-2,2024-02-25,1453,latency,4.794
2025-09-19T02:05:01.715000,62819,1,worker-1,2024-02-26,583,latency,3.053
2025-09-19T02:05:04.100000,62820,2,worker-2,2024-02-25,1454,latency,3.604
2025-09-19T02:05:04.634000,62819,1,worker-1,2024-02-26,584,latency,2.919
2025-09-19T02:05:07.656000,62819,1,worker-1,2024-02-26,585,latency,3.022
2025-09-19T02:05:08.010000,62820,2,worker-2,2024-02-25,1455,latency,3.910
2025-09-19T02:05:10.786000,62819,1,worker-1,2024-02-26,586,latency,3.130
2025-09-19T02:05:12.456000,62820,2,worker-2,2024-02-25,1456,latency,4.446
2025-09-19T02:05:13.948000,62819,1,worker-1,2024-02-26,587,latency,3.161
2025-09-19T02:05:16.222000,62820,2,worker-2,2024-02-25,1457,latency,3.765
2025-09-19T02:05:16.583000,62819,1,worker-1,2024-02-26,588,latency,2.635
2025-09-19T02:05:19.732000,62819,1,worker-1,2024-02-26,589,latency,3.149
2025-09-19T02:05:20.352000,62820,2,worker-2,2024-02-25,1458,latency,4.130
2025-09-19T02:05:22.776000,62819,1,worker-1,2024-02-26,590,latency,3.044
2025-09-19T02:05:24.492000,62820,2,worker-2,2024-02-25,1459,latency,4.139
2025-09-19T02:05:25.553000,62819,1,worker-1,2024-02-26,591,latency,2.777
2025-09-19T02:05:28.424000,62820,2,worker-2,2024-02-25,1460,latency,3.932
2025-09-19T02:05:28.671000,62819,1,worker-1,2024-02-26,592,latency,3.117
2025-09-19T02:05:31.443000,62819,1,worker-1,2024-02-26,593,latency,2.772
2025-09-19T02:05:32.986000,62820,2,worker-2,2024-02-25,1461,latency,4.562
2025-09-19T02:05:34.928000,62819,1,worker-1,2024-02-26,594,latency,3.485
2025-09-19T02:05:36.778000,62820,2,worker-2,2024-02-25,1462,latency,3.792
2025-09-19T02:05:37.722000,62819,1,worker-1,2024-02-26,595,latency,2.794
2025-09-19T02:05:40.455000,62819,1,worker-1,2024-02-26,596,latency,2.732
2025-09-19T02:05:40.641000,62820,2,worker-2,2024-02-25,1463,latency,3.862
2025-09-19T02:05:43.631000,62819,1,worker-1,2024-02-26,597,latency,3.175
2025-09-19T02:05:44.671000,62820,2,worker-2,2024-02-25,1464,latency,4.030
2025-09-19T02:05:46.867000,62819,1,worker-1,2024-02-26,598,latency,3.237
2025-09-19T02:05:48.412000,62820,2,worker-2,2024-02-25,1465,latency,3.741
2025-09-19T02:05:49.908000,62819,1,worker-1,2024-02-26,599,latency,3.041
2025-09-19T02:05:52.058000,62820,2,worker-2,2024-02-25,1466,latency,3.646
2025-09-19T02:05:52.840000,62819,1,worker-1,2024-02-26,600,latency,2.931
2025-09-19T02:05:55.824000,62819,1,worker-1,2024-02-26,601,latency,2.985
2025-09-19T02:05:56.101000,62820,2,worker-2,2024-02-25,1467,latency,4.043
2025-09-19T02:05:58.877000,62819,1,worker-1,2024-02-26,602,latency,3.052
2025-09-19T02:06:00.297000,62820,2,worker-2,2024-02-25,1468,latency,4.195
2025-09-19T02:06:01.709000,62819,1,worker-1,2024-02-26,603,latency,2.832
2025-09-19T02:06:03.964000,62820,2,worker-2,2024-02-25,1469,latency,3.667
2025-09-19T02:06:04.656000,62819,1,worker-1,2024-02-26,604,latency,2.947
2025-09-19T02:06:07.602000,62819,1,worker-1,2024-02-26,605,latency,2.946
2025-09-19T02:06:07.887000,62820,2,worker-2,2024-02-25,1470,latency,3.923
2025-09-19T02:06:10.444000,62819,1,worker-1,2024-02-26,606,latency,2.841
2025-09-19T02:06:11.604000,62820,2,worker-2,2024-02-25,1471,latency,3.716
2025-09-19T02:06:13.693000,62819,1,worker-1,2024-02-26,607,latency,3.249
2025-09-19T02:06:15.439000,62820,2,worker-2,2024-02-25,1472,latency,3.836
2025-09-19T02:06:16.836000,62819,1,worker-1,2024-02-26,608,latency,3.143
2025-09-19T02:06:19.517000,62820,2,worker-2,2024-02-25,1473,latency,4.078
2025-09-19T02:06:19.779000,62819,1,worker-1,2024-02-26,609,latency,2.943
2025-09-19T02:06:22.894000,62819,1,worker-1,2024-02-26,610,latency,3.115
2025-09-19T02:06:23.979000,62820,2,worker-2,2024-02-25,1474,latency,4.461
2025-09-19T02:06:25.638000,62819,1,worker-1,2024-02-26,611,latency,2.744
2025-09-19T02:06:28.036000,62820,2,worker-2,2024-02-25,1475,latency,4.058
2025-09-19T02:06:28.429000,62819,1,worker-1,2024-02-26,612,latency,2.790
2025-09-19T02:06:31.338000,62819,1,worker-1,2024-02-26,613,latency,2.910
2025-09-19T02:06:32.233000,62820,2,worker-2,2024-02-25,1476,latency,4.196
2025-09-19T02:06:34.180000,62819,1,worker-1,2024-02-26,614,latency,2.841
2025-09-19T02:06:36.152000,62820,2,worker-2,2024-02-25,1477,latency,3.919
2025-09-19T02:06:36.709000,62819,1,worker-1,2024-02-26,615,latency,2.530
2025-09-19T02:06:39.692000,62819,1,worker-1,2024-02-26,616,latency,2.982
2025-09-19T02:06:40.482000,62820,2,worker-2,2024-02-25,1478,latency,4.330
2025-09-19T02:06:42.611000,62819,1,worker-1,2024-02-26,617,latency,2.919
2025-09-19T02:06:44.397000,62820,2,worker-2,2024-02-25,1479,latency,3.914
2025-09-19T02:06:45.172000,62819,1,worker-1,2024-02-26,618,latency,2.560
2025-09-19T02:06:48.320000,62819,1,worker-1,2024-02-26,619,latency,3.148
2025-09-19T02:06:48.661000,62820,2,worker-2,2024-02-25,1480,latency,4.264
2025-09-19T02:06:51.606000,62819,1,worker-1,2024-02-26,620,latency,3.286
2025-09-19T02:06:52.781000,62820,2,worker-2,2024-02-25,1481,latency,4.120
2025-09-19T02:06:54.812000,62819,1,worker-1,2024-02-26,621,latency,3.206
2025-09-19T02:06:56.600000,62820,2,worker-2,2024-02-25,1482,latency,3.819
2025-09-19T02:06:57.592000,62819,1,worker-1,2024-02-26,622,latency,2.780
2025-09-19T02:07:00.395000,62819,1,worker-1,2024-02-26,623,latency,2.803
2025-09-19T02:07:00.724000,62820,2,worker-2,2024-02-25,1483,latency,4.124
2025-09-19T02:07:03.431000,62819,1,worker-1,2024-02-26,624,latency,3.035
2025-09-19T02:07:05.410000,62820,2,worker-2,2024-02-25,1484,latency,4.685
2025-09-19T02:07:06.324000,62819,1,worker-1,2024-02-26,625,latency,2.893
2025-09-19T02:07:09.620000,62819,1,worker-1,2024-02-26,626,latency,3.296
2025-09-19T02:07:09.753000,62820,2,worker-2,2024-02-25,1485,latency,4.344
2025-09-19T02:07:12.495000,62819,1,worker-1,2024-02-26,627,latency,2.875
2025-09-19T02:07:14.054000,62820,2,worker-2,2024-02-25,1486,latency,4.300
2025-09-19T02:07:15.728000,62819,1,worker-1,2024-02-26,628,latency,3.233
2025-09-19T02:07:18.444000,62820,2,worker-2,2024-02-25,1487,latency,4.390
2025-09-19T02:07:18.505000,62819,1,worker-1,2024-02-26,629,latency,2.777
2025-09-19T02:07:21.980000,62819,1,worker-1,2024-02-26,630,latency,3.474
