timestamp,process_id,worker_id,label,release,batch,metric,value
2025-09-19T11:15:50.903000,62819,1,worker-1,2024-06-15,12,latency,9.228
2025-09-19T11:15:52.089000,62820,2,worker-2,2024-06-14,37,latency,9.403
2025-09-19T11:15:59.880000,62819,1,worker-1,2024-06-15,13,latency,8.977
2025-09-19T11:16:01.635000,62820,2,worker-2,2024-06-14,38,latency,9.546
2025-09-19T11:16:09.105000,62819,1,worker-1,2024-06-15,14,latency,9.224
2025-09-19T11:16:10.834000,62820,2,worker-2,2024-06-14,39,latency,9.198
2025-09-19T11:16:17.828000,62819,1,worker-1,2024-06-15,15,latency,8.722
2025-09-19T11:16:19.491000,62820,2,worker-2,2024-06-14,40,latency,8.657
2025-09-19T11:16:26.620000,62819,1,worker-1,2024-06-15,16,latency,8.793
2025-09-19T11:16:28.193000,62820,2,worker-2,2024-06-14,41,latency,8.702
2025-09-19T11:16:35.425000,62819,1,worker-1,2024-06-15,17,latency,8.804
2025-09-19T11:16:37.644000,62820,2,worker-2,2024-06-14,42,latency,9.450
2025-09-19T11:16:44.500000,62819,1,worker-1,2024-06-15,18,latency,9.075
2025-09-19T11:16:46.758000,62820,2,worker-2,2024-06-14,43,latency,9.114
2025-09-19T11:16:54.098000,62819,1,worker-1,2024-06-15,19,latency,9.597
2025-09-19T11:16:56.468000,62820,2,worker-2,2024-06-14,44,latency,9.710
2025-09-19T11:17:03.432000,62819,1,worker-1,2024-06-15,20,latency,9.334
2025-09-19T11:17:05.467000,62820,2,worker-2,2024-06-14,45,latency,8.998
2025-09-19T11:17:12.518000,62819,1,worker-1,2024-06-15,21,latency,9.086
2025-09-19T11:17:14.893000,62820,2,worker-2,2024-06-14,46,latency,9.426
2025-09-19T11:17:22.146000,62819,1,worker-1,2024-06-15,22,latency,9.628
2025-09-19T11:17:24.685000,62820,2,worker-2,2024-06-14,47,latency,9.793
2025-09-19T11:17:31.432000,62819,1,worker-1,2024-06-15,23,latency,9.286
2025-09-19T11:17:34.804000,62820,2,worker-2,2024-06-14,48,latency,10.119
2025-09-19T11:17:40.834000,62819,1,worker-1,2024-06-15,24,latency,9.402
2025-09-19T11:17:45.041000,62820,2,worker-2,2024-06-14,49,latency,10.237
2025-09-19T11:17:52.234000,62819,1,worker-1,2024-06-15,25,latency,11.399
2025-09-19T11:17:54.864000,62820,2,worker-2,2024-06-14,50,latency,9.823
2025-09-19T11:18:03.402000,62819,1,worker-1,2024-06-15,26,latency,11.168
2025-09-19T11:18:04.961000,62820,2,worker-2,2024-06-14,51,latency,10.097
2025-09-19T11:18:07.185000,62820,2,worker-2,2024-06-14,52,latency,2.224
2025-09-19T11:18:07.185000,62820,2,worker-2,2024-06-14,53,batches,53.000
2025-09-19T11:18:08.204000,62820,2,worker-2,2024-06-14,,max-rss,12.336
2025-09-19T11:18:08.319000,62817,,coordinator,,,max-rss,0.718
2025-09-19T11:18:12.684000,62819,1,worker-1,2024-06-15,27,latency,9.282
2025-09-19T11:18:22.182000,62819,1,worker-1,2024-06-15,28,latency,9.497
2025-09-19T11:18:23.637000,62820,2,worker-2,2024-06-16,0,latency,8.997
2025-09-19T11:18:31.528000,62819,1,worker-1,2024-06-15,29,latency,9.346
2025-09-19T11:18:32.640000,62820,2,worker-2,2024-06-16,1,latency,9.003
2025-09-19T11:18:41.564000,62819,1,worker-1,2024-06-15,30,latency,10.035
2025-09-19T11:18:41.833000,62820,2,worker-2,2024-06-16,2,latency,9.193
2025-09-19T11:18:50.671000,62820,2,worker-2,2024-06-16,3,latency,8.838
2025-09-19T11:18:50.910000,62819,1,worker-1,2024-06-15,31,latency,9.347
2025-09-19T11:18:59.908000,62820,2,worker-2,2024-06-16,4,latency,9.237
2025-09-19T11:19:00.212000,62819,1,worker-1,2024-06-15,32,latency,9.301
2025-09-19T11:19:09.088000,62820,2,worker-2,2024-06-16,5,latency,9.179
2025-09-19T11:19:09.558000,62819,1,worker-1,2024-06-15,33,latency,9.346
2025-09-19T11:19:17.715000,62820,2,worker-2,2024-06-16,6,latency,8.626
2025-09-19T11:19:18.919000,62819,1,worker-1,2024-06-15,34,latency,9.361
2025-09-19T11:19:26.683000,62820,2,worker-2,2024-06-16,7,latency,8.968
2025-09-19T11:19:28.251000,62819,1,worker-1,2024-06-15,35,latency,9.332
2025-09-19T11:19:35.465000,62820,2,worker-2,2024-06-16,8,latency,8.782
2025-09-19T11:19:37.500000,62819,1,worker-1,2024-06-15,36,latency,9.249
2025-09-19T11:19:44.577000,62820,2,worker-2,2024-06-16,9,latency,9.112
2025-09-19T11:19:47.032000,62819,1,worker-1,2024-06-15,37,latency,9.532
2025-09-19T11:19:54.534000,62820,2,worker-2,2024-06-16,10,latency,9.957
2025-09-19T11:19:57.108000,62819,1,worker-1,2024-06-15,38,latency,10.076
2025-09-19T11:20:04.124000,62820,2,worker-2,2024-06-16,11,latency,9.591
2025-09-19T11:20:06.683000,62819,1,worker-1,2024-06-15,39,latency,9.575
2025-09-19T11:20:14.219000,62820,2,worker-2,2024-06-16,12,latency,10.094
2025-09-19T11:20:16.240000,62819,1,worker-1,2024-06-15,40,latency,9.557
2025-09-19T11:20:23.265000,62820,2,worker-2,2024-06-16,13,latency,9.046
2025-09-19T11:20:25.946000,62819,1,worker-1,2024-06-15,41,latency,9.706
2025-09-19T11:20:33.131000,62820,2,worker-2,2024-06-16,14,latency,9.866
2025-09-19T11:20:35.589000,62819,1,worker-1,2024-06-15,42,latency,9.643
2025-09-19T11:20:42.544000,62820,2,worker-2,2024-06-16,15,latency,9.413
2025-09-19T11:20:45.730000,62819,1,worker-1,2024-06-15,43,latency,10.141
2025-09-19T11:20:51.731000,62820,2,worker-2,2024-06-16,16,latency,9.187
2025-09-19T11:20:55.446000,62819,1,worker-1,2024-06-15,44,latency,9.716
2025-09-19T11:21:00.579000,62820,2,worker-2,2024-06-16,17,latency,8.848
2025-09-19T11:21:04.142000,62819,1,worker-1,2024-06-15,45,latency,8.695
2025-09-19T11:21:09.107000,62820,2,worker-2,2024-06-16,18,latency,8.527
2025-09-19T11:21:13.014000,62819,1,worker-1,2024-06-15,46,latency,8.872
2025-09-19T11:21:18.355000,62820,2,worker-2,2024-06-16,19,latency,9.248
2025-09-19T11:21:21.835000,62819,1,worker-1,2024-06-15,47,latency,8.821
2025-09-19T11:21:27.155000,62820,2,worker-2,2024-06-16,20,latency,8.800
2025-09-19T11:21:30.766000,62819,1,worker-1,2024-06-15,48,latency,8.931
2025-09-19T11:21:36.445000,62820,2,worker-2,2024-06-16,21,latency,9.290
2025-09-19T11:21:39.964000,62819,1,worker-1,2024-06-15,49,latency,9.198
2025-09-19T11:21:45.855000,62820,2,worker-2,2024-06-16,22,latency,9.410
2025-09-19T11:21:49.555000,62819,1,worker-1,2024-06-15,50,latency,9.590
2025-09-19T11:21:55.895000,62820,2,worker-2,2024-06-16,23,latency,10.039
2025-09-19T11:21:58.599000,62819,1,worker-1,2024-06-15,51,latency,9.044
2025-09-19T11:22:05.672000,62820,2,worker-2,2024-06-16,24,latency,9.777
2025-09-19T11:22:07.690000,62819,1,worker-1,2024-06-15,52,latency,9.091
2025-09-19T11:22:16.239000,62820,2,worker-2,2024-06-16,25,latency,10.567
2025-09-19T11:22:17.164000,62819,1,worker-1,2024-06-15,53,latency,9.474
2025-09-19T11:22:25.594000,62819,1,worker-1,2024-06-15,54,latency,8.430
2025-09-19T11:22:26.727000,62820,2,worker-2,2024-06-16,26,latency,10.489
2025-09-19T11:22:35.836000,62819,1,worker-1,2024-06-15,55,latency,10.242
2025-09-19T11:22:36.987000,62820,2,worker-2,2024-06-16,27,latency,10.259
2025-09-19T11:22:45.832000,62819,1,worker-1,2024-06-15,56,latency,9.995
2025-09-19T11:22:46.694000,62820,2,worker-2,2024-06-16,28,latency,9.708
2025-09-19T11:22:54.801000,62819,1,worker-1,2024-06-15,57,latency,8.970
2025-09-19T11:22:56.050000,62820,2,worker-2,2024-06-16,29,latency,9.355
2025-09-19T11:23:04.576000,62819,1,worker-1,2024-06-15,58,latency,9.774
2025-09-19T11:23:05.832000,62820,2,worker-2,2024-06-16,30,latency,9.782
2025-09-19T11:23:07.937000,62819,1,worker-1,2024-06-15,59,latency,3.361
2025-09-19T11:23:07.938000,62819,1,worker-1,2024-06-15,60,batches,60.000
2025-09-19T11:23:08.708000,62819,1,worker-1,2024-06-15,,max-rss,12.219
2025-09-19T11:23:08.756000,62817,,coordinator,,,max-rss,0.718
2025-09-19T11:23:14.733000,62820,2,worker-2,2024-06-16,31,latency,8.901
2025-09-19T11:23:24.208000,62819,1,worker-1,2024-06-17,0,latency,9.301
2025-09-19T11:23:25.159000,62820,2,worker-2,2024-06-16,32,latency,10.426
2025-09-19T11:23:33.972000,62819,1,worker-1,2024-06-17,1,latency,9.763
2025-09-19T11:23:35.139000,62820,2,worker-2,2024-06-16,33,latency,9.979
2025-09-19T11:23:43.922000,62819,1,worker-1,2024-06-17,2,latency,9.950
2025-09-19T11:23:45.049000,62820,2,worker-2,2024-06-16,34,latency,9.910
2025-09-19T11:23:53.951000,62819,1,worker-1,2024-06-17,3,latency,10.028
2025-09-19T11:23:55.123000,62820,2,worker-2,2024-06-16,35,latency,10.074
2025-09-19T11:24:04.076000,62819,1,worker-1,2024-06-17,4,latency,10.125
2025-09-19T11:24:05.193000,62820,2,worker-2,2024-06-16,36,latency,10.069
2025-09-19T11:24:13.816000,62819,1,worker-1,2024-06-17,5,latency,9.740
2025-09-19T11:24:14.708000,62820,2,worker-2,2024-06-16,37,latency,9.514
2025-09-19T11:24:23.569000,62819,1,worker-1,2024-06-17,6,latency,9.752
2025-09-19T11:24:23.797000,62820,2,worker-2,2024-06-16,38,latency,9.090
2025-09-19T11:24:33.034000,62820,2,worker-2,2024-06-16,39,latency,9.237
2025-09-19T11:24:33.056000,62819,1,worker-1,2024-06-17,7,latency,9.486
2025-09-19T11:24:42.339000,62819,1,worker-1,2024-06-17,8,latency,9.283
2025-09-19T11:24:42.455000,62820,2,worker-2,2024-06-16,40,latency,9.420
2025-09-19T11:24:52.709000,62820,2,worker-2,2024-06-16,41,latency,10.254
2025-09-19T11:24:52.845000,62819,1,worker-1,2024-06-17,9,latency,10.507
2025-09-19T11:25:02.009000,62820,2,worker-2,2024-06-16,42,latency,9.300
2025-09-19T11:25:02.194000,62819,1,worker-1,2024-06-17,10,latency,9.348
2025-09-19T11:25:11.627000,62819,1,worker-1,2024-06-17,11,latency,9.433
2025-09-19T11:25:11.693000,62820,2,worker-2,2024-06-16,43,latency,9.684
2025-09-19T11:25:21.547000,62820,2,worker-2,2024-06-16,44,latency,9.854
2025-09-19T11:25:21.740000,62819,1,worker-1,2024-06-17,12,latency,10.113
2025-09-19T11:25:31.458000,62819,1,worker-1,2024-06-17,13,latency,9.718
2025-09-19T11:25:31.570000,62820,2,worker-2,2024-06-16,45,latency,10.022
2025-09-19T11:25:41.601000,62819,1,worker-1,2024-06-17,14,latency,10.143
2025-09-19T11:25:41.714000,62820,2,worker-2,2024-06-16,46,latency,10.144
2025-09-19T11:25:51.286000,62820,2,worker-2,2024-06-16,47,latency,9.571
2025-09-19T11:25:51.839000,62819,1,worker-1,2024-06-17,15,latency,10.238
2025-09-19T11:26:00.757000,62819,1,worker-1,2024-06-17,16,latency,8.917
2025-09-19T11:26:00.988000,62820,2,worker-2,2024-06-16,48,latency,9.701
2025-09-19T11:26:10.140000,62820,2,worker-2,2024-06-16,49,latency,9.152
2025-09-19T11:26:10.160000,62819,1,worker-1,2024-06-17,17,latency,9.403
2025-09-19T11:26:19.257000,62820,2,worker-2,2024-06-16,50,latency,9.116
2025-09-19T11:26:19.861000,62819,1,worker-1,2024-06-17,18,latency,9.700
2025-09-19T11:26:28.477000,62820,2,worker-2,2024-06-16,51,latency,9.221
2025-09-19T11:26:29.871000,62819,1,worker-1,2024-06-17,19,latency,10.009
2025-09-19T11:26:38.144000,62820,2,worker-2,2024-06-16,52,latency,9.666
2025-09-19T11:26:40.133000,62819,1,worker-1,2024-06-17,20,latency,10.262
2025-09-19T11:26:47.854000,62820,2,worker-2,2024-06-16,53,latency,9.710
2025-09-19T11:26:50.456000,62819,1,worker-1,2024-06-17,21,latency,10.323
2025-09-19T11:26:57.310000,62820,2,worker-2,2024-06-16,54,latency,9.456
2025-09-19T11:27:00.519000,62819,1,worker-1,2024-06-17,22,latency,10.063
2025-09-19T11:27:07.288000,62820,2,worker-2,2024-06-16,55,latency,9.977
2025-09-19T11:27:10.108000,62819,1,worker-1,2024-06-17,23,latency,9.588
2025-09-19T11:27:17.524000,62820,2,worker-2,2024-06-16,56,latency,10.236
2025-09-19T11:27:20.042000,62819,1,worker-1,2024-06-17,24,latency,9.934
2025-09-19T11:27:27.492000,62820,2,worker-2,2024-06-16,57,latency,9.967
2025-09-19T11:27:29.726000,62819,1,worker-1,2024-06-17,25,latency,9.683
2025-09-19T11:27:37.366000,62820,2,worker-2,2024-06-16,58,latency,9.874
2025-09-19T11:27:39.754000,62819,1,worker-1,2024-06-17,26,latency,10.028
2025-09-19T11:27:45.800000,62820,2,worker-2,2024-06-16,59,latency,8.434
2025-09-19T11:27:45.800000,62820,2,worker-2,2024-06-16,60,batches,60.000
2025-09-19T11:27:46.680000,62820,2,worker-2,2024-06-16,,max-rss,12.336
2025-09-19T11:27:46.730000,62817,,coordinator,,,max-rss,0.718
2025-09-19T11:27:49.837000,62819,1,worker-1,2024-06-17,27,latency,10.083
2025-09-19T11:27:57.598000,62819,1,worker-1,2024-06-17,28,latency,7.761
2025-09-19T11:28:06.253000,62820,2,worker-2,2024-06-18,0,latency,9.384
2025-09-19T11:28:07.072000,62819,1,worker-1,2024-06-17,29,latency,9.473
2025-09-19T11:28:16.220000,62819,1,worker-1,2024-06-17,30,latency,9.148
2025-09-19T11:28:16.331000,62820,2,worker-2,2024-06-18,1,latency,10.077
2025-09-19T11:28:25.807000,62820,2,worker-2,2024-06-18,2,latency,9.476
2025-09-19T11:28:26.532000,62819,1,worker-1,2024-06-17,31,latency,10.311
2025-09-19T11:28:35.596000,62819,1,worker-1,2024-06-17,32,latency,9.064
2025-09-19T11:28:36.063000,62820,2,worker-2,2024-06-18,3,latency,10.256
2025-09-19T11:28:44.855000,62819,1,worker-1,2024-06-17,33,latency,9.259
2025-09-19T11:28:45.703000,62820,2,worker-2,2024-06-18,4,latency,9.639
2025-09-19T11:28:53.889000,62819,1,worker-1,2024-06-17,34,latency,9.034
2025-09-19T11:28:55.139000,62820,2,worker-2,2024-06-18,5,latency,9.436
2025-09-19T11:29:02.920000,62819,1,worker-1,2024-06-17,35,latency,9.030
2025-09-19T11:29:04.808000,62820,2,worker-2,2024-06-18,6,latency,9.669
2025-09-19T11:29:12.086000,62819,1,worker-1,2024-06-17,36,latency,9.166
2025-09-19T11:29:14.252000,62820,2,worker-2,2024-06-18,7,latency,9.444
2025-09-19T11:29:21.311000,62819,1,worker-1,2024-06-17,37,latency,9.225
2025-09-19T11:29:23.744000,62820,2,worker-2,2024-06-18,8,latency,9.491
2025-09-19T11:29:30.100000,62819,1,worker-1,2024-06-17,38,latency,8.788
2025-09-19T11:29:33.373000,62820,2,worker-2,2024-06-18,9,latency,9.629
2025-09-19T11:29:39.583000,62819,1,worker-1,2024-06-17,39,latency,9.483
2025-09-19T11:29:43.229000,62820,2,worker-2,2024-06-18,10,latency,9.856
2025-09-19T11:29:48.843000,62819,1,worker-1,2024-06-17,40,latency,9.260
2025-09-19T11:29:53.208000,62820,2,worker-2,2024-06-18,11,latency,9.979
2025-09-19T11:29:57.633000,62819,1,worker-1,2024-06-17,41,latency,8.789
2025-09-19T11:30:03.025000,62820,2,worker-2,2024-06-18,12,latency,9.817
2025-09-19T11:30:06.723000,62819,1,worker-1,2024-06-17,42,latency,9.090
2025-09-19T11:30:13.713000,62820,2,worker-2,2024-06-18,13,latency,10.688
2025-09-19T11:30:16.312000,62819,1,worker-1,2024-06-17,43,latency,9.589
2025-09-19T11:30:23.472000,62820,2,worker-2,2024-06-18,14,latency,9.758
2025-09-19T11:30:25.899000,62819,1,worker-1,2024-06-17,44,latency,9.587
2025-09-19T11:30:33.316000,62820,2,worker-2,2024-06-18,15,latency,9.844
2025-09-19T11:30:36.281000,62819,1,worker-1,2024-06-17,45,latency,10.382
2025-09-19T11:30:43.083000,62820,2,worker-2,2024-06-18,16,latency,9.767
2025-09-19T11:30:46.502000,62819,1,worker-1,2024-06-17,46,latency,10.220
2025-09-19T11:30:52.955000,62820,2,worker-2,2024-06-18,17,latency,9.872
2025-09-19T11:30:56.629000,62819,1,worker-1,2024-06-17,47,latency,10.127
2025-09-19T11:31:02.788000,62820,2,worker-2,2024-06-18,18,latency,9.832
2025-09-19T11:31:06.155000,62819,1,worker-1,2024-06-17,48,latency,9.526
2025-09-19T11:31:12.111000,62820,2,worker-2,2024-06-18,19,latency,9.322
2025-09-19T11:31:16.406000,62819,1,worker-1,2024-06-17,49,latency,10.251
2025-09-19T11:31:20.418000,62819,1,worker-1,2024-06-17,50,latency,4.012
2025-09-19T11:31:20.419000,62819,1,worker-1,2024-06-17,51,batches,51.000
2025-09-19T11:31:21.388000,62819,1,worker-1,2024-06-17,,max-rss,12.269
2025-09-19T11:31:21.428000,62817,,coordinator,,,max-rss,0.718
2025-09-19T11:31:21.488000,62820,2,worker-2,2024-06-18,20,latency,9.377
2025-09-19T11:31:30.036000,62820,2,worker-2,2024-06-18,21,latency,8.549
2025-09-19T11:31:39.591000,62820,2,worker-2,2024-06-18,22,latency,9.555
2025-09-19T11:31:39.777000,62819,1,worker-1,2024-06-19,0,latency,8.968
2025-09-19T11:31:49.186000,62819,1,worker-1,2024-06-19,1,latency,9.409
2025-09-19T11:31:49.275000,62820,2,worker-2,2024-06-18,23,latency,9.684
2025-09-19T11:31:59.016000,62819,1,worker-1,2024-06-19,2,latency,9.830
2025-09-19T11:31:59.286000,62820,2,worker-2,2024-06-18,24,latency,10.010
2025-09-19T11:32:08.617000,62819,1,worker-1,2024-06-19,3,latency,9.601
2025-09-19T11:32:08.742000,62820,2,worker-2,2024-06-18,25,latency,9.456
2025-09-19T11:32:18.289000,62820,2,worker-2,2024-06-18,26,latency,9.547
2025-09-19T11:32:18.411000,62819,1,worker-1,2024-06-19,4,latency,9.794
2025-09-19T11:32:28.302000,62819,1,worker-1,2024-06-19,5,latency,9.890
2025-09-19T11:32:28.524000,62820,2,worker-2,2024-06-18,27,latency,10.234
2025-09-19T11:32:37.964000,62819,1,worker-1,2024-06-19,6,latency,9.662
2025-09-19T11:32:38.531000,62820,2,worker-2,2024-06-18,28,latency,10.007
2025-09-19T11:32:48.084000,62819,1,worker-1,2024-06-19,7,latency,10.119
2025-09-19T11:32:48.975000,62820,2,worker-2,2024-06-18,29,latency,10.444
2025-09-19T11:32:57.793000,62819,1,worker-1,2024-06-19,8,latency,9.709
2025-09-19T11:32:59.603000,62820,2,worker-2,2024-06-18,30,latency,10.627
2025-09-19T11:33:06.936000,62819,1,worker-1,2024-06-19,9,latency,9.143
2025-09-19T11:33:10.499000,62820,2,worker-2,2024-06-18,31,latency,10.896
2025-09-19T11:33:16.013000,62819,1,worker-1,2024-06-19,10,latency,9.076
2025-09-19T11:33:21.887000,62820,2,worker-2,2024-06-18,32,latency,11.388
2025-09-19T11:33:25.549000,62819,1,worker-1,2024-06-19,11,latency,9.535
2025-09-19T11:33:32.883000,62820,2,worker-2,2024-06-18,33,latency,10.995
2025-09-19T11:33:35.315000,62819,1,worker-1,2024-06-19,12,latency,9.766
2025-09-19T11:33:43.603000,62820,2,worker-2,2024-06-18,34,latency,10.719
2025-09-19T11:33:45.673000,62819,1,worker-1,2024-06-19,13,latency,10.359
2025-09-19T11:33:54.053000,62820,2,worker-2,2024-06-18,35,latency,10.451
2025-09-19T11:33:55.686000,62819,1,worker-1,2024-06-19,14,latency,10.013
2025-09-19T11:34:04.212000,62820,2,worker-2,2024-06-18,36,latency,10.158
2025-09-19T11:34:05.014000,62819,1,worker-1,2024-06-19,15,latency,9.327
2025-09-19T11:34:13.683000,62819,1,worker-1,2024-06-19,16,latency,8.669
2025-09-19T11:34:14.649000,62820,2,worker-2,2024-06-18,37,latency,10.437
2025-09-19T11:34:23.126000,62819,1,worker-1,2024-06-19,17,latency,9.442
2025-09-19T11:34:24.410000,62820,2,worker-2,2024-06-18,38,latency,9.760
2025-09-19T11:34:32.212000,62819,1,worker-1,2024-06-19,18,latency,9.085
2025-09-19T11:34:34.465000,62820,2,worker-2,2024-06-18,39,latency,10.055
2025-09-19T11:34:41.681000,62819,1,worker-1,2024-06-19,19,latency,9.470
2025-09-19T11:34:44.238000,62820,2,worker-2,2024-06-18,40,latency,9.773
2025-09-19T11:34:51.181000,62819,1,worker-1,2024-06-19,20,latency,9.500
2025-09-19T11:34:55.013000,62820,2,worker-2,2024-06-18,41,latency,10.775
2025-09-19T11:34:59.658000,62819,1,worker-1,2024-06-19,21,latency,8.477
2025-09-19T11:35:05.685000,62820,2,worker-2,2024-06-18,42,latency,10.671
2025-09-19T11:35:09.847000,62819,1,worker-1,2024-06-19,22,latency,10.189
2025-09-19T11:35:16.023000,62820,2,worker-2,2024-06-18,43,latency,10.338
2025-09-19T11:35:19.609000,62819,1,worker-1,2024-06-19,23,latency,9.761
2025-09-19T11:35:25.744000,62820,2,worker-2,2024-06-18,44,latency,9.720
2025-09-19T11:35:28.569000,62819,1,worker-1,2024-06-19,24,latency,8.961
2025-09-19T11:35:35.484000,62820,2,worker-2,2024-06-18,45,latency,9.738
2025-09-19T11:35:37.749000,62819,1,worker-1,2024-06-19,25,latency,9.179
2025-09-19T11:35:45.094000,62820,2,worker-2,2024-06-18,46,latency,9.610
2025-09-19T11:35:46.798000,62819,1,worker-1,2024-06-19,26,latency,9.049
2025-09-19T11:35:55.066000,62820,2,worker-2,2024-06-18,47,latency,9.971
2025-09-19T11:35:55.327000,62819,1,worker-1,2024-06-19,27,latency,8.529
2025-09-19T11:36:03.735000,62819,1,worker-1,2024-06-19,28,latency,8.408
2025-09-19T11:36:04.780000,62820,2,worker-2,2024-06-18,48,latency,9.714
2025-09-19T11:36:13.015000,62819,1,worker-1,2024-06-19,29,latency,9.279
2025-09-19T11:36:14.257000,62820,2,worker-2,2024-06-18,49,latency,9.476
2025-09-19T11:36:22.248000,62819,1,worker-1,2024-06-19,30,latency,9.233
2025-09-19T11:36:24.237000,62820,2,worker-2,2024-06-18,50,latency,9.980
2025-09-19T11:36:31.711000,62819,1,worker-1,2024-06-19,31,latency,9.462
2025-09-19T11:36:34.226000,62820,2,worker-2,2024-06-18,51,latency,9.989
2025-09-19T11:36:42.008000,62819,1,worker-1,2024-06-19,32,latency,10.296
2025-09-19T11:36:43.805000,62820,2,worker-2,2024-06-18,52,latency,9.579
2025-09-19T11:36:51.855000,62819,1,worker-1,2024-06-19,33,latency,9.847
2025-09-19T11:36:53.067000,62820,2,worker-2,2024-06-18,53,latency,9.262
2025-09-19T11:37:01.556000,62819,1,worker-1,2024-06-19,34,latency,9.701
2025-09-19T11:37:02.595000,62820,2,worker-2,2024-06-18,54,latency,9.527
2025-09-19T11:37:12.535000,62820,2,worker-2,2024-06-18,55,latency,9.940
2025-09-19T11:37:13.023000,62819,1,worker-1,2024-06-19,35,latency,11.467
2025-09-19T11:37:22.740000,62820,2,worker-2,2024-06-18,56,latency,10.204
2025-09-19T11:37:23.876000,62819,1,worker-1,2024-06-19,36,latency,10.853
2025-09-19T11:37:32.587000,62820,2,worker-2,2024-06-18,57,latency,9.847
2025-09-19T11:37:33.786000,62819,1,worker-1,2024-06-19,37,latency,9.910
2025-09-19T11:37:42.291000,62820,2,worker-2,2024-06-18,58,latency,9.704
2025-09-19T11:37:43.475000,62819,1,worker-1,2024-06-19,38,latency,9.688
2025-09-19T11:37:51.729000,62820,2,worker-2,2024-06-18,59,latency,9.437
2025-09-19T11:37:53.170000,62819,1,worker-1,2024-06-19,39,latency,9.695
2025-09-19T11:38:01.691000,62820,2,worker-2,2024-06-18,60,latency,9.962
2025-09-19T11:38:03.167000,62819,1,worker-1,2024-06-19,40,latency,9.997
2025-09-19T11:38:10.785000,62820,2,worker-2,2024-06-18,61,latency,9.094
2025-09-19T11:38:12.648000,62819,1,worker-1,2024-06-19,41,latency,9.481
2025-09-19T11:38:20.674000,62820,2,worker-2,2024-06-18,62,latency,9.889
2025-09-19T11:38:22.650000,62819,1,worker-1,2024-06-19,42,latency,10.001
2025-09-19T11:38:30.148000,62820,2,worker-2,2024-06-18,63,latency,9.473
2025-09-19T11:38:32.619000,62819,1,worker-1,2024-06-19,43,latency,9.969
2025-09-19T11:38:40.680000,62820,2,worker-2,2024-06-18,64,latency,10.532
2025-09-19T11:38:42.722000,62819,1,worker-1,2024-06-19,44,latency,10.102
2025-09-19T11:38:50.590000,62820,2,worker-2,2024-06-18,65,latency,9.910
2025-09-19T11:38:52.680000,62819,1,worker-1,2024-06-19,45,latency,9.958
2025-09-19T11:39:01.273000,62820,2,worker-2,2024-06-18,66,latency,10.682
2025-09-19T11:39:02.800000,62819,1,worker-1,2024-06-19,46,latency,10.120
2025-09-19T11:39:11.028000,62820,2,worker-2,2024-06-18,67,latency,9.755
2025-09-19T11:39:12.476000,62819,1,worker-1,2024-06-19,47,latency,9.676
2025-09-19T11:39:20.413000,62820,2,worker-2,2024-06-18,68,latency,9.385
2025-09-19T11:39:22.082000,62819,1,worker-1,2024-06-19,48,latency,9.606
2025-09-19T11:39:31.217000,62820,2,worker-2,2024-06-18,69,latency,10.804
2025-09-19T11:39:32.808000,62819,1,worker-1,2024-06-19,49,latency,10.725
2025-09-19T11:39:41.904000,62820,2,worker-2,2024-06-18,70,latency,10.687
2025-09-19T11:39:42.995000,62819,1,worker-1,2024-06-19,50,latency,10.187
2025-09-19T11:39:43.972000,62820,2,worker-2,2024-06-18,71,latency,2.068
2025-09-19T11:39:43.972000,62820,2,worker-2,2024-06-18,72,batches,72.000
2025-09-19T11:39:44.751000,62820,2,worker-2,2024-06-18,,max-rss,12.341
2025-09-19T11:39:44.802000,62817,,coordinator,,,max-rss,0.718
2025-09-19T11:39:51.913000,62819,1,worker-1,2024-06-19,51,latency,8.918
2025-09-19T11:40:00.636000,62820,2,worker-2,2024-06-20,0,latency,9.112
2025-09-19T11:40:01.719000,62819,1,worker-1,2024-06-19,52,latency,9.805
2025-09-19T11:40:10.483000,62820,2,worker-2,2024-06-20,1,latency,9.847
2025-09-19T11:40:12.239000,62819,1,worker-1,2024-06-19,53,latency,10.521
2025-09-19T11:40:20.028000,62820,2,worker-2,2024-06-20,2,latency,9.545
2025-09-19T11:40:22.720000,62819,1,worker-1,2024-06-19,54,latency,10.480
2025-09-19T11:40:30.390000,62820,2,worker-2,2024-06-20,3,latency,10.362
2025-09-19T11:40:32.552000,62819,1,worker-1,2024-06-19,55,latency,9.832
2025-09-19T11:40:40.219000,62820,2,worker-2,2024-06-20,4,latency,9.829
2025-09-19T11:40:41.991000,62819,1,worker-1,2024-06-19,56,latency,9.438
2025-09-19T11:40:49.270000,62820,2,worker-2,2024-06-20,5,latency,9.050
2025-09-19T11:40:51.179000,62819,1,worker-1,2024-06-19,57,latency,9.189
2025-09-19T11:40:58.706000,62820,2,worker-2,2024-06-20,6,latency,9.436
2025-09-19T11:41:00.549000,62819,1,worker-1,2024-06-19,58,latency,9.370
2025-09-19T11:41:08.213000,62820,2,worker-2,2024-06-20,7,latency,9.507
2025-09-19T11:41:09.966000,62819,1,worker-1,2024-06-19,59,latency,9.417
2025-09-19T11:41:18.319000,62820,2,worker-2,2024-06-20,8,latency,10.106
2025-09-19T11:41:19.492000,62819,1,worker-1,2024-06-19,60,latency,9.526
2025-09-19T11:41:29.079000,62819,1,worker-1,2024-06-19,61,latency,9.586
